hotel_name,instagram_handle,country,lists,followers,visible_like_posts_12mo,posts_90d,median_engagement_rate_pct,breakouts_12mo,score,rank,currently_tracked,recommendation,note
The Leela Palace Jaipur,theleelapalace_jaipur,India,Gold List,77748,9,10,0.273,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Taj Falaknuma Palace,tajfalaknuma,India,Gold List,76762,2,4,0.238,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
BLESS Hotel Madrid,blesshotelmadrid,Spain,Forbes,76599,2,5,0.050,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Barcelona",mo_barcelona,Spain,Forbes,76540,8,8,0.087,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Royal Champagne Hotel & Spa,royalchampagne,France,Forbes,75079,4,8,0.610,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Oberoi, Mumbai",theoberoimumbai,India,Gold List,74593,4,10,0.632,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Prince Gallery Tokyo Kioicho, a Luxury Collection Hotel",princegallerytokyokioicho,Japan,Forbes,74195,5,10,16.244,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Doha,fsdoha,Qatar,Forbes,73414,4,4,0.091,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Resort Lanai,fslanai,United States,Forbes,73003,3,7,0.168,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Hacienda AltaGracia, Auberge Resorts Collection",altagraciaauberge,Costa Rica,Gold List,72903,3,6,0.085,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Inn at Little Washington,innatlittlewash,United States,Forbes,72358,9,9,0.709,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Encore Boston Harbor,encorebostonharbor,United States,Forbes,72303,1,7,0.033,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Nujuma, a Ritz-Carlton Reserve",nujumareserve,Saudi Arabia,Forbes,72145,10,8,0.144,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Lodge at Primland, Auberge Collection",primlandauberge,United States,Gold List,71885,8,8,0.170,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Peninsula Tokyo,thepeninsulatokyo,Japan,Forbes,71135,8,7,0.449,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Auberge du Soleil, Auberge Collection",aubergedusoleil,United States,Forbes,70943,9,9,0.092,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Brown's Hotel, a Rocco Forte Hotel",browns_hotel,United Kingdom,Forbes,70086,9,9,0.151,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Conrad Abu Dhabi Etihad Towers,conradetihadtowers,United Arab Emirates,Forbes,69519,0,2,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The St. Regis Saadiyat Island Resort, Abu Dhabi",stregissaadiyatisland,United Arab Emirates,"Forbes, Gold List",69442,0,2,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Langham, Chicago",langhamchicago,United States,Forbes,69409,5,6,0.097,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Grand Hotel Excelsior Vittoria,excelsiorvittoria,Italy,Gold List,68937,4,6,0.232,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Hotel de la Ville, a Rocco Forte Hotel",hoteldelavillerome,Italy,Forbes,68596,6,6,0.375,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Hotel Grande Bretagne, a Luxury Collection Hotel, Athens",hotelgrandebretagne,Greece,Gold List,68431,1,4,0.516,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The St. Regis Bal Harbour Resort,stregisbalharbour,United States,Forbes,68415,0,6,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Waldorf Astoria Kuwait,waldorfastoriakuwait,Kuwait,Forbes,67960,8,7,0.057,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Gasparilla Inn & Club,gasparillainn,United States,Gold List,67553,1,1,1.134,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Faena Hotel Miami Beach,faenamiamibeach,United States,Forbes,66968,2,2,2.229,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Upper House,upperhouse_hkg,China,World's 50 Best,66861,4,4,0.114,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
BLESS Ibiza Cala Nova,blessibizacalanova,Spain,Forbes,66842,1,6,0.202,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton New York, Central Park",ritzcarltonnycentralpark,United States,Forbes,66838,0,3,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Kona Village, a Rosewood Resort",konavillagerosewood,United States,Gold List,66188,7,7,0.443,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Wymara Villas, Sunset Cove",wymaravillas,Turks & Caicos,Forbes,65559,0,0,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Hong Kong",mo_hkg,China,"Forbes, World's 50 Best",65476,3,3,0.333,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Oberoi Amarvilas, Agra",oberoiamarvilas,India,Gold List,64163,9,9,2.643,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Trump International Hotel & Tower New York,trumpnyc,United States,Forbes,63072,4,4,0.070,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Inkaterra La Casona,inkaterrahotels,Peru,Gold List,63069,1,0,0.230,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel des Bergues Geneva,fsgeneva,Switzerland,Forbes,62156,8,8,0.169,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Ritz Lisbon,fslisbon,Portugal,Forbes,60882,6,6,0.173,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Dubai",ritzcarltondubai,United Arab Emirates,Forbes,60859,1,5,0.099,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mount Nelson, A Belmond Hotel, Cape Town",belmondmountnelsonhotel,South Africa,Forbes,60721,5,5,0.397,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Rosewood Little Dix Bay,rosewoodlittledixbay,British Virgin Islands,Gold List,60270,7,7,0.209,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton New York, NoMad",ritzcarltonnewyorknomad,United States,Gold List,60220,10,12,0.076,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Hong Kong,fshongkong,China,Forbes,59811,9,7,0.242,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Lodge at Blue Sky, Auberge Collection",blueskyauberge,United States,Forbes,59620,1,1,0.290,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Woodstock Inn & Resort,woodstock.inn,United States,Gold List,59342,4,4,0.185,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Zadún, a Ritz-Carlton Reserve",zadunreserve,Mexico,Forbes,59247,11,10,0.056,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Rancho Valencia Resort & Spa,ranchovalencia,United States,Forbes,59020,3,3,0.098,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Kimpton Seafire Resort + Spa,seafireresort,Cayman Islands,Forbes,58853,1,2,0.044,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Bangkok at Chao Phraya River,fsbangkok,Thailand,World's 50 Best,58807,2,7,0.883,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Post Oak Hotel at Uptown Houston,postoakuptown,United States,Forbes,58793,2,2,19.769,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Balmoral, a Rocco Forte Hotel",thebalmoral,United Kingdom,Forbes,58499,4,4,0.251,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Capella Bangkok,capellabangkok,Thailand,"Forbes, Gold List, World's 50 Best",58441,6,9,0.212,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Fairmont Hotel Vier Jahreszeiten,fairmont_hotelvierjahreszeiten,Germany,Gold List,58441,11,11,0.375,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Dubai International Financial Centre,fsdubaidifc,United Arab Emirates,Forbes,56954,7,7,0.118,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Venice Venice Hotel,venicevenicehotel,Italy,Gold List,56839,2,4,0.461,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Sussurro,sussurro.co,Mozambique,Gold List,56620,0,0,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Okura Tokyo,theokuratokyo,Japan,Forbes,56317,0,4,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Baku,fsbaku,Azerbaijan,Forbes,56025,2,5,0.337,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Montage Deer Valley,montagedeervalley,United States,Forbes,55385,6,6,0.136,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Peninsula Manila,thepeninsulamanila,Philippines,"Forbes, Gold List",54888,11,8,0.106,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Doha",mo_doha,Qatar,Forbes,54379,4,4,0.090,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Halekulani Okinawa,halekulani_okinawa,Japan,Forbes,53972,5,3,1.827,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Tokyo EDITION, Toranomon",toranomonedition,Japan,World's 50 Best,53921,4,5,0.500,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Istanbul at Sultanahmet,fssultanahmet,Turkey,Forbes,53092,0,3,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Narendra Bhawan Bikaner,narendra.bhawan.bikaner,India,Gold List,53062,0,6,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Island Shangri La,islandshangrila,Hong Kong,Gold List,52735,2,2,0.201,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Abu Dhabi at Al Maryah Island,fsabudhabi,United Arab Emirates,Forbes,52329,1,5,0.013,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Capella Sydney,capellasydney,Australia,World's 50 Best,51687,8,7,0.342,2,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Verina Astra,verinasifnos,Greece,Gold List,51222,1,1,0.674,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Four Seasons Resort The Nam Hai, Hoi An",fsnamhai,Vietnam,Forbes,50806,7,11,0.232,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Bvlgari Hotel Roma,bvlgarihotelroma,Italy,World's 50 Best,50295,3,5,0.692,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Tokyo",ritzcarltontokyo,Japan,Forbes,49464,6,6,0.722,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Montage Big Sky,montagebigsky,United States,Forbes,49230,7,7,0.242,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Meadowood Napa Valley,meadowoodnapavalley,United States,Forbes,48529,2,1,0.726,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Al Moudira Hotel,moudira_hotel,Egypt,Gold List,48076,0,6,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Maybourne Beverly Hills,themaybournebh,United States,Forbes,48048,2,4,0.697,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Nautilus,thenautilusisland,Maldives,Gold List,47721,7,6,0.054,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Shangri-La Hotel, Toronto",shangrilato,Canada,Forbes,47291,8,12,0.133,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Fairmont Pacific Rim,fairmontpacific,Canada,Forbes,47230,8,8,0.286,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Carlton Hotel St. Moritz,carltonstmoritz,Switzerland,Forbes,47084,3,3,0.722,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Ser Casasandra,sercasasandra,Mexico,Gold List,47063,6,6,0.208,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Lowell,thelowellhotel,United States,Gold List,46749,7,7,0.289,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Sandy Lane Hotel,sandylanehotel,Barbados,Forbes,46691,7,6,0.553,2,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton Ras Al Khaimah, Al Wadi Desert",ritzcarltonalwadidesert,United Arab Emirates,Gold List,46579,3,3,0.146,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Osaka",ritzcarlton.osaka,Japan,Forbes,46381,10,10,0.741,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Emory,theemorylondon,United Kingdom,World's 50 Best,46063,2,3,1.857,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Wequassett Resort and Golf Club,wequassett,United States,Forbes,45830,5,7,0.362,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Kalesma Mykonos,kalesma,Greece,Gold List,45828,4,5,0.171,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Twin Farms,twinfarms,United States,Forbes,45696,0,6,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Half Moon Bay",ritzcarltonhmb,United States,Forbes,44998,7,6,0.180,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Wickaninnish Inn,wickinnbc,Canada,Gold List,44684,6,5,0.199,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Desa Potato Head,potatoheadbali,Indonesia,World's 50 Best,44512,1,1,0.443,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Peninsula Chicago,thepeninsulachi,United States,Forbes,44288,6,8,0.294,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Grosvenor House, a Luxury Collection Hotel, Dubai",grosvenorhouse,United Arab Emirates,Forbes,44123,1,0,0.111,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Grand Hotel Son Net,grandhotelsonnet,Spain,Gold List,44083,10,10,0.192,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Chiva-Som,chivasomhuahin,Thailand,Gold List,43996,9,9,0.250,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Huka Lodge,hukalodge,New Zealand,Gold List,43851,6,5,0.217,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Hotel Le Toiny,hotelletoinystbarth,St Barthélemy,Gold List,43406,0,9,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
One&Only Gorilla's Nest,oorwanda,Rwanda,Forbes,43305,4,4,0.242,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Zero George,zerogeorgest,United States,Gold List,43248,8,5,0.087,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Riyadh at Kingdom Centre,fsriyadh,Saudi Arabia,Forbes,43193,0,6,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton Orlando, Grande Lakes",ritzcarltonorlando,United States,Forbes,43156,10,10,0.342,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Weissenhaus Private Nature Luxury Resort,weissenhaus,Germany,Gold List,43112,1,2,0.445,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Prague,fsprague,Czech Republic,Forbes,42813,11,11,0.243,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Coral Sands Inn & Cottages,coralsands_harbourisland,Bahamas,Gold List,42428,2,2,1.582,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Samode Palace,samode_hotels,India,Gold List,42055,6,6,0.347,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Saxon Hotel, Villas and Spa",thesaxonhotel,South Africa,Forbes,41799,3,3,0.452,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"HOTEL THE MITSUI KYOTO, A Luxury Collection Hotel & Spa",hotel_the_mitsui_kyoto,Japan,"Forbes, World's 50 Best",41557,9,6,0.693,3,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Grand Hôtel,grandhotelstockholm,Sweden,Gold List,41436,5,5,0.425,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Waldorf Astoria Amsterdam,waldorfamsterdam,Netherlands,Forbes,40856,2,1,0.689,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Londoner Court,the_londoner_macao,China,Forbes,40533,4,4,0.178,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Paiza Grand,the_londoner_macao,China,Forbes,40533,4,4,0.178,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Londoner Hotel,the_londoner_macao,China,Forbes,40533,4,4,0.178,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Mii amo,mii_amo_spa,United States,Forbes,40258,9,9,0.102,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Cadogan, A Belmond Hotel, London",belmondcadogan,United Kingdom,Forbes,39389,4,4,0.216,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Lizard Island,lizardisland,Australia,Gold List,39285,7,5,0.611,2,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Capella Singapore,capellasingapore,Singapore,"Forbes, Gold List",38893,9,8,0.285,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Kyoto",ritzcarltonkyoto,Japan,"Forbes, Gold List",38650,5,5,0.668,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Canouan",mo_canouan,Saint Vincent and the Grenadines,Forbes,38190,6,6,0.119,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Gresham Palace Budapest,fsbudapest,Hungary,Forbes,38137,6,8,0.299,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Galaxy Hotel Macau,galaxymacau,China,Forbes,37898,2,2,0.310,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Ellerman House,ellermanhousehotel,South Africa,Gold List,37565,2,7,6.893,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
El Questro Homestead,elquestro,Australia,Gold List,37201,7,7,0.161,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Naviva, A Four Seasons Resort, Punta Mita",naviva,Mexico,Gold List,36830,4,7,0.410,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
THE KARL LAGERFELD,thekarllagerfeld,China,Forbes,36416,1,1,0.088,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Grand Park Hotel Rovinj,maistra_collection,Croatia,World's 50 Best,36371,6,4,1.090,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Montage Healdsburg,montagehealdsburg,United States,Forbes,35583,8,9,0.108,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Peninsula Bangkok,thepeninsulabangkok,Thailand,Forbes,35278,4,3,0.157,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Trisara,trisararesort,Thailand,Gold List,34794,5,5,0.109,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Waldorf Astoria Dubai International Financial Centre,waldorfdifc,United Arab Emirates,Forbes,34764,4,4,0.322,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"The Ritz-Carlton, Nikko",ritzcarltonnikko,Japan,"Forbes, Gold List",33792,7,7,1.068,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The St. Regis Toronto,stregistoronto,Canada,Forbes,33681,4,5,0.368,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Park Hyatt Sydney,parkhyattsydney,Australia,Gold List,32802,2,4,0.273,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
J.K. Place Roma,jkplaceroma,Italy,Forbes,32770,2,1,0.183,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"ROKU KYOTO, LXR Hotels & Resorts",roku.kyoto,Japan,Forbes,32451,7,7,0.462,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Il Salviatino,ilsalviatino,Italy,Gold List,32048,4,6,0.490,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Geneva",mo_geneva,Switzerland,Forbes,31938,6,6,0.208,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Shilla Seoul,theshillaseoul,South Korea,Forbes,30840,5,5,0.733,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Hotel Savoy, a Rocco Forte Hotel",hotelsavoyflorence,Italy,Forbes,30652,4,4,0.192,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Bvlgari Resort and Residences Dubai,bvlgariresortdubai,United Arab Emirates,"Forbes, Gold List",29881,2,5,1.156,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Weekapaug Inn,weekapauginn,United States,Forbes,29488,2,3,0.760,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental, Costa Navarino",mo_costanavarino,Greece,Forbes,29253,6,4,0.702,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Umstead Hotel and Spa,theumstead,United States,Forbes,29005,1,4,0.186,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Matetsi Victoria Falls,matetsivictoriafalls,Zimbabwe,Gold List,28695,3,6,0.282,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Amansara,amansara,Cambodia,Forbes,28659,1,1,0.646,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
andBeyond Mnemba Island,andbeyondmnemba,Tanzania,Gold List,27850,1,1,0.413,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Four Seasons Hotel Boston,fsboston,United States,Forbes,27834,4,4,0.144,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Hermitage Bay,hermitagebay,Antigua and Barbuda,Gold List,27270,0,14,,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The Dwarika's Hotel,dwarikas_collection,Nepal,Gold List,26828,6,6,0.578,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
The St. Regis Atlanta,stregisatl,United States,Forbes,26298,4,3,0.487,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Mandarin Oriental Palace, Luzern",mo_luzern,Switzerland,Forbes,25068,10,10,0.355,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Four Seasons Hotel One Dalton Street, Boston",fsbostondalton,United States,Forbes,24973,5,7,0.629,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
"Four Seasons Hotel Washington, D.C.",fswashington,United States,Forbes,24950,5,5,0.176,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Wynn Macau,wynn.macau,China,Forbes,24790,1,1,0.020,0,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
Rosewood Doha,rosewooddoha,Qatar,Forbes,24092,5,3,0.502,1,,,no,needs sample scrape,"untracked — data is partial (scraping stopped), cannot judge without a sample scrape"
